,0
4819,Gp1ba
4820,Gp1bb
4821,Gp2
4822,Gp5
4823,Gp9
4824,Gpa33
4825,Gpaa1
4826,Gpalpp1
4827,Gpam
4828,Gpank1
4829,Gpat2
4830,Gpatch1
4831,Gpatch11
4832,Gpatch2
4833,Gpatch2l
4834,Gpatch3
4835,Gpatch4
4836,Gpatch8
4837,Gpbar1
4838,Gpbp1
4839,Gpbp1l1
4840,Gpc1
4841,Gpc2
4842,Gpc3
4843,Gpc4
4844,Gpc6
4845,Gpcpd1
4846,Gpd1
4847,Gpd1l
4848,Gpd2
4849,Gphn
4850,Gpi1
4851,Gpkow
4852,Gpld1
4853,Gpm6a
4854,Gpm6b
4855,Gpn1
4856,Gpn2
4857,Gpn3
4858,Gpnmb
4859,Gpr107
4860,Gpr108
4861,Gpr12
4862,Gpr132
4863,Gpr135
4864,Gpr137
4865,Gpr137b
4866,Gpr137c
4867,Gpr141
4868,Gpr146
4869,Gpr15
4870,Gpr150
4871,Gpr151
4872,Gpr152
4873,Gpr153
4874,Gpr155
4875,Gpr156
4876,Gpr157
4877,Gpr160
4878,Gpr161
4879,Gpr162
4880,Gpr17
4881,Gpr171
4882,Gpr174
4883,Gpr176
4884,Gpr179
4885,Gpr18
4886,Gpr180
4887,Gpr182
4888,Gpr183
4889,Gpr19
4890,Gpr20
4891,Gpr21
4892,Gpr22
4893,Gpr25
4894,Gpr27
4895,Gpr3
4896,Gpr34
4897,Gpr35
4898,Gpr37
4899,Gpr37l1
4900,Gpr39
4901,Gpr4
4902,Gpr55
4903,Gpr6
4904,Gpr63
4905,Gpr65
4906,Gpr68
4907,Gpr82
4908,Gpr83
4909,Gpr84
4910,Gpr85
4911,Gpr87
4912,Gpr89
4913,Gprasp1
4914,Gprasp2
4915,Gprc5a
4916,Gprc5b
4917,Gprc5c
4918,Gprin1
4919,Gprin3
4920,Gps1
4921,Gps2
4922,Gpsm1
4923,Gpsm2
4924,Gpsm3
4925,Gpt
4926,Gpt2
4927,Gpx1
4928,Gpx2
4929,Gpx3
4930,Gpx4
4931,Gpx5
4932,Gpx7
4933,Gpx8
4934,Gramd1a
4935,Gramd1b
4936,Gramd1c
4937,Gramd2
4938,Gramd3
4939,Gramd4
4940,Grap
4941,Grap2
4942,Grasp
4943,Grb10
4944,Grb14
4945,Grb2
4946,Grb7
4947,Grcc10
4948,Greb1
4949,Greb1l
4950,Grem1
4951,Grhl1
4952,Grhl2
4953,Grhl3
4954,Grhpr
4955,Gria3
4956,Grid1
4957,Grid2ip
4958,Grifin
4959,Grik1
4960,Grik2
4961,Grik3
4962,Grik4
4963,Grik5
4964,Grin1
4965,Grin2a
4966,Grin2b
4967,Grin2c
4968,Grin2d
4969,Grin3b
4970,Grina
4971,Grip1
4972,Grip2
4973,Gripap1
4974,Grk4
4975,Grk5
4976,Grk6
4977,Grm2
4978,Grm3
4979,Grm4
4980,Grm5
4981,Grm6
4982,Grm8
4983,Grn
4984,Grp
4985,Grpel1
4986,Grpel2
4987,Grsf1
4988,Grtp1
4989,Grwd1
4990,Gsap
4991,Gsc
4992,Gsdma
4993,Gsdmc2
4994,Gsdmd
4995,Gse1
4996,Gsg1
4997,Gsg1l
4998,Gsk3a
4999,Gsk3b
5000,Gskip
5001,Gsn
5002,Gspt1
5003,Gspt2
5004,Gsr
5005,Gss
5006,Gsta1
5007,Gsta2
5008,Gsta3
5009,Gsta4
5010,Gstcd
5011,Gstk1
5012,Gstm2
5013,Gstm4
5014,Gstm5
5015,Gstm7
5016,Gsto1
5017,Gsto2
5018,Gstp1
5019,Gstt2
5020,Gstz1
5021,Gsx2
5022,Gtdc1
5023,Gtf2a1
5024,Gtf2a2
5025,Gtf2b
5026,Gtf2e1
5027,Gtf2e2
5028,Gtf2f1
5029,Gtf2f2
5030,Gtf2h1
5031,Gtf2h2
5032,Gtf2h3
5033,Gtf2h4
5034,Gtf2h5
5035,Gtf2i
5036,Gtf2ird1
5037,Gtf2ird2
5038,Gtf3a
5039,Gtf3c1
5040,Gtf3c2
5041,Gtf3c3
5042,Gtf3c4
5043,Gtf3c5
5044,Gtf3c6
5045,Gtpbp1
5046,Gtpbp10
5047,Gtpbp2
5048,Gtpbp3
5049,Gtpbp4
5050,Gtpbp6
5051,Gtpbp8
5052,Gtse1
5053,Gtsf1
5054,Gtsf1l
5055,Guca1a
5056,Guca1b
5057,Guca2a
5058,Guca2b
5059,Gucd1
5060,Gucy1a2
5061,Gucy1a3
5062,Gucy1b3
5063,Gucy2c
5064,Gucy2e
5065,Gucy2f
5066,Guf1
5067,Guk1
5068,Gulp1
5069,Gusb
5070,Gxylt1
5071,Gxylt2
5072,Gyg
5073,Gypa
5074,Gypc
5075,Gys1
5076,Gys2
5077,Gzf1
5078,Gzma
5079,Gzmb
5080,Gzmk
5081,Gzmm
5082,H13
5083,H1f0
5084,H1fx
5085,H2afj
5086,H2afv
5087,H2afx
5088,H2afy
5089,H2afy2
5090,H2afz
5091,H3f3a
5092,H3f3b
5093,H6pd
5094,Haao
5095,Habp2
5096,Habp4
5097,Hace1
5098,Hacl1
5099,Hadh
5100,Hadha
5101,Hadhb
5102,Hagh
5103,Haghl
5104,Hal
5105,Hamp
5106,Hao1
5107,Hao2
5108,Hap1
5109,Hapln3
5110,Hapln4
5111,Harbi1
5112,Hars
5113,Hars2
5114,Has1
5115,Has2
5116,Has3
5117,Hat1
5118,Haus1
5119,Haus2
5120,Haus3
5121,Haus4
5122,Haus5
5123,Haus6
5124,Haus7
5125,Haus8
5126,Havcr2
5127,Hax1
5128,Hba-a2
5129,Hbegf
5130,Hbp1
5131,Hbq1b
5132,Hbs1l
5133,Hc
5134,Hccs
5135,Hcfc1
5136,Hcfc1r1
5137,Hcfc2
5138,Hck
5139,Hcls1
5140,Hcn1
5141,Hcn2
5142,Hcn3
5143,Hcrtr1
5144,Hcst
5145,Hdac1
5146,Hdac10
5147,Hdac11
5148,Hdac2
5149,Hdac3
5150,Hdac4
5151,Hdac5
5152,Hdac6
5153,Hdac7
5154,Hdac8
5155,Hdac9
5156,Hdc
5157,Hddc2
5158,Hddc3
5159,Hdgf
5160,Hdhd2
5161,Hdhd3
5162,Hdlbp
5163,Hdx
5164,Heatr1
5165,Heatr3
5166,Heatr5a
5167,Heatr5b
5168,Heatr6
5169,Hebp1
5170,Hebp2
5171,Heca
5172,Hectd1
5173,Hectd2
5174,Hectd3
5175,Hecw2
5176,Heg1
5177,Helb
5178,Hells
5179,Helq
5180,Helz
5181,Helz2
5182,Hemgn
5183,Hemk1
5184,Henmt1
5185,Hepacam
5186,Hepacam2
5187,Heph
5188,Hephl1
5189,Herc1
5190,Herc2
5191,Herc3
5192,Herc4
5193,Herc6
5194,Herpud1
5195,Herpud2
5196,Hes1
5197,Hes2
5198,Hes5
5199,Hes6
5200,Hes7
5201,Hesx1
5202,Hexa
5203,Hexb
5204,Hexdc
5205,Hexim1
5206,Hexim2
5207,Hey1
5208,Hey2
5209,Heyl
5210,Hfe
5211,Hfm1
5212,Hgd
5213,Hgf
5214,Hgfac
5215,Hgs
5216,Hgsnat
5217,Hhat
5218,Hhex
5219,Hhip
5220,Hhipl1
5221,Hhipl2
5222,Hhla1
5223,Hibadh
5224,Hibch
5225,Hic1
5226,Hic2
5227,Hid1
5228,Hif1a
5229,Hif1an
5230,Hif3a
5231,Higd1a
5232,Higd1b
5233,Higd2a
5234,Hilpda
5235,Hinfp
5236,Hint1
5237,Hint2
5238,Hint3
5239,Hip1
5240,Hip1r
5241,Hipk1
5242,Hipk2
5243,Hipk3
5244,Hipk4
5245,Hira
5246,Hirip3
5247,Hist1h1a
5248,Hist1h1b
5249,Hist1h1c
5250,Hist1h1d
5251,Hist1h1e
5252,Hist1h2aa
5253,Hist1h2ab
5254,Hist1h2ac
5255,Hist1h2ad
5256,Hist1h2ae
5257,Hist1h2ag
5258,Hist1h2ah
5259,Hist1h2ai
5260,Hist1h2ak
5261,Hist1h2al
5262,Hist1h2bb
5263,Hist1h2bc
5264,Hist1h2be
5265,Hist1h2bf
5266,Hist1h2bg
5267,Hist1h2bh
5268,Hist1h2bj
5269,Hist1h2bk
5270,Hist1h2bl
5271,Hist1h2bm
5272,Hist1h2bn
5273,Hist1h3a
5274,Hist1h3b
5275,Hist1h3c
5276,Hist1h3d
5277,Hist1h3e
5278,Hist1h3f
5279,Hist1h3g
5280,Hist1h3h
5281,Hist1h3i
5282,Hist1h4a
5283,Hist1h4b
5284,Hist1h4c
5285,Hist1h4d
5286,Hist1h4f
5287,Hist1h4h
5288,Hist1h4i
5289,Hist1h4j
5290,Hist1h4k
5291,Hist2h2ab
5292,Hist2h2ac
5293,Hist2h2be
5294,Hist3h2a
5295,Hist4h4
5296,Hivep1
5297,Hivep2
5298,Hivep3
5299,Hjurp
5300,Hk1
5301,Hk2
5302,Hk3
5303,Hkdc1
5304,Hlcs
5305,Hlf
5306,Hltf
5307,Hlx
5308,Hmbox1
5309,Hmbs
5310,Hmces
5311,Hmg20a
5312,Hmg20b
5313,Hmga2
5314,Hmgb1
5315,Hmgb2
5316,Hmgb3
5317,Hmgcl
5318,Hmgcll1
5319,Hmgcr
5320,Hmgcs1
5321,Hmgcs2
5322,Hmgn1
5323,Hmgn2
5324,Hmgn3
5325,Hmgn5
5326,Hmgxb3
5327,Hmgxb4
5328,Hmmr
5329,Hmox1
5330,Hmox2
5331,Hmx2
5332,Hmx3
5333,Hn1l
5334,Hnf1a
5335,Hnf1b
5336,Hnf4a
5337,Hnf4g
5338,Hnmt
5339,Hnrnpa0
5340,Hnrnpa1
5341,Hnrnpa2b1
5342,Hnrnpa3
5343,Hnrnpab
5344,Hnrnpc
5345,Hnrnpd
5346,Hnrnpdl
5347,Hnrnpf
5348,Hnrnph1
5349,Hnrnph2
5350,Hnrnph3
5351,Hnrnpk
5352,Hnrnpl
5353,Hnrnpll
5354,Hnrnpm
5355,Hnrnpr
5356,Hnrnpu
5357,Hnrnpul1
5358,Hnrnpul2
5359,Hoga1
5360,Homer1
5361,Homer2
5362,Homer3
5363,Homez
5364,Hook1
5365,Hook2
5366,Hook3
5367,Hopx
5368,Hoxa1
5369,Hoxa10
5370,Hoxa2
5371,Hoxa3
5372,Hoxa4
5373,Hoxa5
5374,Hoxa6
5375,Hoxa7
5376,Hoxa9
5377,Hoxb2
5378,Hoxb3
5379,Hoxb4
5380,Hoxb5
5381,Hoxb6
5382,Hoxb7
5383,Hoxb8
5384,Hoxb9
5385,Hoxc10
5386,Hoxc12
5387,Hoxc13
5388,Hoxc4
5389,Hoxc8
5390,Hoxd1
5391,Hoxd10
5392,Hoxd4
5393,Hp
5394,Hp1bp3
5395,Hpca
5396,Hpcal1
5397,Hpcal4
5398,Hpd
5399,Hpdl
5400,Hpgd
5401,Hpgds
5402,Hpn
5403,Hprt
5404,Hps1
5405,Hps3
5406,Hps4
5407,Hps5
5408,Hps6
5409,Hpse
5410,Hpx
5411,Hr
5412,Hrasls
5413,Hrasls5
5414,Hrc
5415,Hrh1
5416,Hrh2
5417,Hrh3
5418,Hrh4
5419,Hrk
5420,Hs1bp3
5421,Hs2st1
5422,Hs3st1
5423,Hs3st3a1
5424,Hs3st3b1
5425,Hs3st4
5426,Hs3st6
5427,Hs6st1
5428,Hs6st2
5429,Hs6st3
5430,Hsbp1
5431,Hsbp1l1
5432,Hscb
5433,Hsd11b1
5434,Hsd11b2
5435,Hsd17b1
5436,Hsd17b10
5437,Hsd17b11
5438,Hsd17b12
5439,Hsd17b13
5440,Hsd17b14
5441,Hsd17b2
5442,Hsd17b4
5443,Hsd17b6
5444,Hsd17b7
5445,Hsd3b2
5446,Hsd3b7
5447,Hsdl1
5448,Hsdl2
5449,Hsf1
5450,Hsf2
5451,Hsf2bp
5452,Hsf4
5453,Hsf5
5454,Hsh2d
5455,Hsp90aa1
5456,Hsp90ab1
5457,Hsp90b1
5458,Hspa12a
5459,Hspa12b
5460,Hspa13
5461,Hspa14
5462,Hspa1b
5463,Hspa1l
5464,Hspa2
5465,Hspa4
5466,Hspa4l
5467,Hspa5
5468,Hspa8
5469,Hspa9
5470,Hspb1
5471,Hspb11
5472,Hspb2
5473,Hspb6
5474,Hspb7
5475,Hspb8
5476,Hspb9
5477,Hspbap1
5478,Hspbp1
5479,Hspd1
5480,Hspe1
5481,Hspg2
5482,Hsph1
5483,Htatip2
5484,Htatsf1
5485,Htr1b
5486,Htr1d
5487,Htr1f
5488,Htr2a
5489,Htr2b
5490,Htr3a
5491,Htr4
5492,Htr7
5493,Htra1
5494,Htra2
5495,Htra3
5496,Htra4
5497,Htt
5498,Hunk
5499,Hus1
5500,Hus1b
5501,Huwe1
5502,Hvcn1
5503,Hyal1
5504,Hyal2
5505,Hyal3
5506,Hyal4
5507,Hydin
5508,Hyi
5509,Hykk
5510,Hyls1
5511,Hyou1
5512,Hypk
5513,Iah1
5514,Iapp
5515,Iars
5516,Iars2
5517,Iba57
5518,Ibtk
5519,Ica1
5520,Ica1l
5521,Icam1
5522,Icam2
5523,Icam4
5524,Ick
5525,Icmt
5526,Icosl
5527,Id1
5528,Id2
5529,Id3
5530,Id4
5531,Ide
5532,Idh1
5533,Idh2
5534,Idh3a
5535,Idh3b
5536,Idh3g
5537,Idi1
5538,Idi2
5539,Idnk
5540,Ido1
5541,Ido2
5542,Ids
5543,Idua
5544,Ier2
5545,Ier3
5546,Ier3ip1
5547,Ier5
5548,Ier5l
5549,Iffo1
5550,Iffo2
5551,Ifi30
5552,Ifi35
5553,Ifi44
5554,Ifih1
5555,Ifit1
5556,Ifit2
5557,Ifit3b
5558,Ifitm2
5559,Ifitm3
5560,Ifitm5
5561,Ifnar1
5562,Ifnar2
5563,Ifng
5564,Ifngr1
5565,Ifngr2
5566,Ifnk
5567,Ifnlr1
5568,Ifrd1
5569,Ifrd2
5570,Ift122
5571,Ift140
5572,Ift172
5573,Ift20
5574,Ift27
5575,Ift43
5576,Ift46
5577,Ift52
5578,Ift57
5579,Ift74
5580,Ift80
5581,Ift81
5582,Ift88
5583,Igbp1
5584,Igdcc3
5585,Igdcc4
5586,Igf1
5587,Igf1r
5588,Igf2
5589,Igf2bp1
5590,Igf2bp2
5591,Igf2bp3
5592,Igf2r
5593,Igfals
5594,Igfbp1
5595,Igfbp2
5596,Igfbp3
5597,Igfbp4
5598,Igfbp5
5599,Igfbp6
5600,Igfbp7
5601,Igfbpl1
5602,Igfl3
5603,Igflr1
5604,Igfn1
5605,Ighmbp2
5606,Igsf1
5607,Igsf10
5608,Igsf11
5609,Igsf21
5610,Igsf23
5611,Igsf3
5612,Igsf5
5613,Igsf6
5614,Igsf8
5615,Igsf9
5616,Igsf9b
5617,Ihh
5618,Ik
5619,Ikbip
5620,Ikbkap
5621,Ikbkb
5622,Ikbke
5623,Ikbkg
5624,Ikzf1
5625,Ikzf2
5626,Ikzf3
5627,Ikzf4
5628,Ikzf5
5629,Il10
5630,Il10ra
5631,Il10rb
5632,Il11
5633,Il11ra1
5634,Il12a
5635,Il12b
5636,Il12rb1
5637,Il12rb2
5638,Il13ra1
5639,Il13ra2
5640,Il15
5641,Il15ra
5642,Il16
5643,Il17d
5644,Il17ra
5645,Il17rb
5646,Il17rc
5647,Il17rd
5648,Il17re
5649,Il18
5650,Il18bp
5651,Il18r1
5652,Il18rap
5653,Il19
5654,Il1a
5655,Il1b
5656,Il1r1
5657,Il1r2
5658,Il1rap
5659,Il1rl1
5660,Il1rl2
5661,Il1rn
5662,Il2
5663,Il20ra
5664,Il20rb
5665,Il21r
5666,Il22ra1
5667,Il22ra2
5668,Il23a
5669,Il23r
5670,Il24
5671,Il25
5672,Il27ra
5673,Il2ra
5674,Il2rb
5675,Il2rg
5676,Il31ra
5677,Il33
5678,Il34
5679,Il3ra
5680,Il4i1
5681,Il4ra
5682,Il5
5683,Il5ra
5684,Il6
5685,Il6ra
5686,Il6st
5687,Il7
5688,Il7r
5689,Il9r
5690,Ildr1
5691,Ildr2
5692,Ilf2
5693,Ilf3
5694,Ilk
5695,Ilkap
5696,Ilvbl
5697,Immp1l
5698,Immp2l
5699,Immt
5700,Imp3
5701,Imp4
5702,Impa1
5703,Impa2
5704,Impact
5705,Impad1
5706,Impdh1
5707,Impdh2
5708,Impg1
5709,Impg2
5710,Ina
5711,Inca1
5712,Incenp
5713,Inf2
5714,Ing1
5715,Ing2
5716,Ing3
5717,Ing4
5718,Ing5
5719,Inha
5720,Inhba
5721,Inhbc
5722,Inhbe
5723,Inip
5724,Inmt
5725,Ino80
5726,Ino80b
5727,Ino80c
5728,Ino80d
5729,Ino80e
5730,Inpp1
5731,Inpp4a
5732,Inpp4b
5733,Inpp5a
5734,Inpp5b
5735,Inpp5d
5736,Inpp5e
5737,Inpp5f
5738,Inpp5j
5739,Inpp5k
5740,Inppl1
5741,Insc
5742,Insig1
5743,Insig2
5744,Insl3
5745,Insl6
5746,Insm1
5747,Insr
5748,Insrr
5749,Ints1
5750,Ints10
5751,Ints12
5752,Ints2
5753,Ints3
5754,Ints4
5755,Ints5
5756,Ints6
5757,Ints7
5758,Ints8
5759,Ints9
5760,Intu
5761,Invs
5762,Ip6k1
5763,Ip6k2
5764,Ip6k3
5765,Ipcef1
5766,Ipmk
5767,Ipo11
5768,Ipo13
5769,Ipo4
5770,Ipo5
5771,Ipo7
5772,Ipo8
5773,Ipo9
5774,Ipp
5775,Ippk
5776,Iqca
5777,Iqcb1
5778,Iqcc
5779,Iqcd
5780,Iqce
5781,Iqcg
5782,Iqck
5783,Iqgap1
5784,Iqgap2
5785,Iqgap3
5786,Iqsec1
5787,Iqsec2
5788,Iqub
5789,Irak1
5790,Irak1bp1
5791,Irak2
5792,Irak3
5793,Irak4
5794,Ireb2
5795,Irf1
5796,Irf2
5797,Irf2bp1
5798,Irf2bp2
5799,Irf2bpl
5800,Irf3
5801,Irf4
5802,Irf5
5803,Irf6
5804,Irf7
5805,Irf8
5806,Irf9
5807,Irgm1
5808,Irgq
5809,Irs1
5810,Irs2
5811,Irx2
5812,Irx3
5813,Irx4
5814,Isca1
5815,Isca2
5816,Iscu
5817,Isg15
5818,Isg20
5819,Isg20l2
5820,Isl2
5821,Islr
5822,Islr2
5823,Ism1
5824,Isoc1
5825,Isoc2a
5826,Ispd
5827,Ist1
5828,Isx
5829,Isy1
5830,Isyna1
5831,Itch
5832,Itfg1
5833,Itfg2
5834,Itga1
5835,Itga10
5836,Itga11
5837,Itga2
5838,Itga2b
5839,Itga3
5840,Itga4
5841,Itga5
5842,Itga6
5843,Itga7
5844,Itga8
5845,Itga9
5846,Itgad
5847,Itgae
5848,Itgal
5849,Itgam
5850,Itgav
5851,Itgax
5852,Itgb1
5853,Itgb1bp1
5854,Itgb1bp2
5855,Itgb2
5856,Itgb3
5857,Itgb3bp
5858,Itgb4
5859,Itgb5
5860,Itgb6
5861,Itgb7
5862,Itgb8
5863,Itih2
5864,Itih3
5865,Itih4
5866,Itih5
5867,Itk
5868,Itm2a
5869,Itm2b
5870,Itm2c
5871,Itpa
5872,Itpk1
5873,Itpka
5874,Itpkb
5875,Itpkc
5876,Itpr1
5877,Itpr2
5878,Itpr3
5879,Itpripl1
5880,Itpripl2
5881,Itsn1
5882,Itsn2
5883,Ivd
5884,Ivns1abp
5885,Iws1
5886,Iyd
5887,Izumo1
5888,Izumo4
5889,Jade1
5890,Jade2
5891,Jade3
5892,Jag1
5893,Jag2
5894,Jagn1
5895,Jak1
5896,Jak2
5897,Jak3
5898,Jakmip1
5899,Jakmip2
5900,Jam2
5901,Jam3
5902,Jarid2
5903,Jazf1
5904,Jdp2
5905,Jkamp
5906,Jmjd1c
5907,Jmjd4
5908,Jmjd6
5909,Jmjd7
5910,Jmjd8
5911,Jmy
5912,Josd1
5913,Josd2
5914,Jph1
5915,Jph3
5916,Jph4
5917,Jrk
5918,Jrkl
5919,Jsrp1
5920,Jtb
5921,Jun
5922,Junb
5923,Jund
5924,Jup
5925,Kalrn
5926,Kank1
5927,Kank2
5928,Kank3
5929,Kansl1
5930,Kansl1l
5931,Kansl2
5932,Kansl3
5933,Kars
5934,Kat2a
5935,Kat2b
5936,Kat5
5937,Kat6a
5938,Kat6b
5939,Kat7
5940,Kat8
5941,Katna1
5942,Katnal1
5943,Katnal2
5944,Katnb1
5945,Katnbl1
5946,Kazald1
5947,Kazn
5948,Kbtbd11
5949,Kbtbd12
5950,Kbtbd2
5951,Kbtbd3
5952,Kbtbd4
5953,Kbtbd6
5954,Kbtbd7
5955,Kbtbd8
5956,Kcmf1
5957,Kcna1
5958,Kcna2
5959,Kcna3
5960,Kcna7
5961,Kcnab1
5962,Kcnab2
5963,Kcnab3
5964,Kcnb1
5965,Kcnb2
5966,Kcnc1
5967,Kcnc2
5968,Kcnc3
5969,Kcnc4
5970,Kcnd1
5971,Kcnd2
5972,Kcnd3
5973,Kcne1
5974,Kcne1l
5975,Kcne2
5976,Kcne3
5977,Kcnf1
5978,Kcng1
5979,Kcng2
5980,Kcng3
5981,Kcnh1
5982,Kcnh2
5983,Kcnh3
5984,Kcnh6
5985,Kcnh7
5986,Kcnh8
5987,Kcnip1
5988,Kcnip2
5989,Kcnip3
5990,Kcnip4
5991,Kcnj10
5992,Kcnj11
5993,Kcnj12
5994,Kcnj13
5995,Kcnj14
5996,Kcnj15
5997,Kcnj16
5998,Kcnj2
5999,Kcnj3
6000,Kcnj5
6001,Kcnj6
6002,Kcnj8
6003,Kcnj9
6004,Kcnk1
6005,Kcnk10
6006,Kcnk12
6007,Kcnk13
6008,Kcnk2
6009,Kcnk3
6010,Kcnk4
6011,Kcnk5
6012,Kcnk6
6013,Kcnk7
6014,Kcnma1
6015,Kcnmb1
6016,Kcnmb3
6017,Kcnmb4
6018,Kcnn1
6019,Kcnn2
6020,Kcnn3
6021,Kcnn4
6022,Kcnq1
6023,Kcnq1ot1
6024,Kcnq2
6025,Kcnq3
6026,Kcnq4
6027,Kcnq5
6028,Kcnrg
6029,Kcns1
6030,Kcns3
6031,Kcnt1
6032,Kcnt2
6033,Kcnu1
6034,Kcnv1
6035,Kcnv2
6036,Kcp
6037,Kctd1
6038,Kctd10
6039,Kctd11
6040,Kctd12
6041,Kctd13
6042,Kctd14
6043,Kctd15
6044,Kctd17
6045,Kctd18
6046,Kctd19
6047,Kctd2
6048,Kctd20
6049,Kctd21
6050,Kctd3
6051,Kctd4
6052,Kctd5
6053,Kctd6
6054,Kctd7
6055,Kctd8
6056,Kctd9
6057,Kdelc1
6058,Kdelc2
6059,Kdelr1
6060,Kdelr2
6061,Kdelr3
6062,Kdm1a
6063,Kdm1b
6064,Kdm2a
6065,Kdm2b
6066,Kdm3a
6067,Kdm3b
6068,Kdm4a
6069,Kdm4b
6070,Kdm4c
6071,Kdm4d
6072,Kdm5a
6073,Kdm5b
6074,Kdm5c
6075,Kdm5d
6076,Kdm6a
6077,Kdm6b
6078,Kdm7a
6079,Kdm8
6080,Kdr
6081,Kdsr
6082,Keap1
6083,Khdc1b
6084,Khdc1c
6085,Khdrbs1
6086,Khdrbs2
6087,Khdrbs3
6088,Khk
6089,Khnyn
6090,Khsrp
6091,Kidins220
6092,Kif11
6093,Kif12
6094,Kif13a
6095,Kif13b
6096,Kif14
6097,Kif15
6098,Kif16b
6099,Kif17
6100,Kif18a
6101,Kif18b
6102,Kif19a
6103,Kif1a
6104,Kif1b
6105,Kif1c
6106,Kif20a
6107,Kif20b
6108,Kif21a
6109,Kif21b
6110,Kif22
6111,Kif23
6112,Kif24
6113,Kif26a
6114,Kif26b
6115,Kif27
6116,Kif2a
6117,Kif2c
6118,Kif3a
6119,Kif3b
6120,Kif3c
6121,Kif4
6122,Kif5a
6123,Kif5b
6124,Kif5c
6125,Kif6
6126,Kif7
6127,Kif9
6128,Kifap3
6129,Kifc1
6130,Kifc2
6131,Kifc3
6132,Kin
6133,Kir3dl1
6134,Kirrel
6135,Kirrel2
6136,Kirrel3
6137,Kiss1r
6138,Kit
6139,Kitl
6140,Kl
6141,Klb
6142,Klc1
6143,Klc2
6144,Klc3
6145,Klc4
6146,Klf1
6147,Klf10
6148,Klf11
6149,Klf12
6150,Klf13
6151,Klf14
6152,Klf15
6153,Klf16
6154,Klf17
6155,Klf2
6156,Klf3
6157,Klf4
6158,Klf5
6159,Klf6
6160,Klf7
6161,Klf8
6162,Klf9
6163,Klhdc1
6164,Klhdc10
6165,Klhdc2
6166,Klhdc3
6167,Klhdc4
6168,Klhdc7a
6169,Klhdc7b
6170,Klhdc8a
6171,Klhdc8b
6172,Klhdc9
6173,Klhl10
6174,Klhl11
6175,Klhl12
6176,Klhl13
6177,Klhl14
6178,Klhl15
6179,Klhl18
6180,Klhl2
6181,Klhl20
6182,Klhl21
6183,Klhl22
6184,Klhl23
6185,Klhl24
6186,Klhl25
6187,Klhl26
6188,Klhl28
6189,Klhl29
6190,Klhl3
6191,Klhl30
6192,Klhl31
6193,Klhl32
6194,Klhl33
6195,Klhl34
6196,Klhl35
6197,Klhl36
6198,Klhl41
6199,Klhl42
6200,Klhl5
6201,Klhl6
6202,Klhl7
6203,Klhl8
6204,Klhl9
6205,Klk1
6206,Klk12
6207,Klk14
6208,Klk1b1
6209,Klk1b21
6210,Klk7
6211,Klk8
6212,Klkb1
6213,Klrb1
6214,Klrc1
6215,Klrd1
6216,Klre1
6217,Klrg1
6218,Klrg2
6219,Klri1
6220,Klrk1
6221,Kmo
6222,Kmt2a
6223,Kmt2b
6224,Kmt2c
6225,Kmt2d
6226,Kmt2e
6227,Kndc1
6228,Knstrn
6229,Kntc1
6230,Kpna1
6231,Kpna3
6232,Kpna4
6233,Kpna6
6234,Kpna7
6235,Kpnb1
6236,Kptn
6237,Kras
6238,Krba1
6239,Krcc1
6240,Kremen1
6241,Kremen2
6242,Kri1
6243,Krit1
6244,Krr1
6245,Krt10
6246,Krt12
6247,Krt13
6248,Krt14
6249,Krt15
6250,Krt16
6251,Krt17
6252,Krt18
6253,Krt19
6254,Krt20
6255,Krt222
6256,Krt23
6257,Krt31
6258,Krt32
6259,Krt34
6260,Krt35
6261,Krt36
6262,Krt39
6263,Krt4
6264,Krt5
6265,Krt6a
6266,Krt7
6267,Krt78
6268,Krt8
6269,Krt80
6270,Krt81
6271,Krt83
6272,Krt86
6273,Krt9
6274,Krtap1-5
6275,Krtap3-1
6276,Krtap3-3
6277,Krtap5-1
6278,Krtcap2
6279,Krtcap3
6280,Ksr1
6281,Ksr2
6282,Kti12
6283,Ktn1
6284,Kxd1
6285,Ky
6286,Kynu
6287,L1cam
6288,L1td1
6289,L2hgdh
6290,L3hypdh
6291,L3mbtl1
6292,L3mbtl2
6293,L3mbtl3
6294,L3mbtl4
6295,Lacc1
6296,Lactb
6297,Lactb2
6298,Lad1
6299,Lag3
6300,Lage3
6301,Lair1
6302,Lalba
6303,Lama3
6304,Lama4
6305,Lama5
6306,Lamb1
6307,Lamb2
6308,Lamb3
6309,Lamc1
6310,Lamc2
6311,Lamc3
6312,Lamp1
6313,Lamp2
6314,Lamp3
6315,Lamtor1
6316,Lamtor2
6317,Lamtor3
6318,Lamtor4
6319,Lamtor5
6320,Lancl1
6321,Lancl2
6322,Lancl3
6323,Lap3
6324,Laptm4a
6325,Laptm4b
6326,Laptm5
6327,Larp1
6328,Larp1b
6329,Larp4
6330,Larp4b
6331,Larp7
6332,Lars
6333,Lars2
6334,Las1l
6335,Lasp1
6336,Lat
6337,Lat2
6338,Lats1
6339,Lats2
6340,Lax1
6341,Layn
6342,Lbh
6343,Lbp
6344,Lbr
6345,Lbx2
6346,Lca5
6347,Lca5l
6348,Lcat
6349,Lck
6350,Lclat1
6351,Lcmt1
6352,Lcmt2
6353,Lcn12
6354,Lcn2
6355,Lcn6
6356,Lcor
6357,Lcorl
6358,Lcp1
6359,Lcp2
6360,Lct
