Protein IDs,lab2,lab3,non2,non3
P84309,71.9375,72.69262378,67.4774833,71.41213241
Q3UHL1,611.2847222,551.6741281,594.6470183,551.6013273
P27601,83.44444444,78.09631346,74.67134133,81.37781027
Q8R574,138.65625,136.4251889,137.2895771,130.553703
Q64521,1101.875,1123.547104,1055.777842,1085.651703
A0A1B0GRW3,39.12152778,40.04150644,38.56903274,37.92636728
Q99J99,200.5,208.6698098,197.9306332,196.3501351
Q3UH99,277.9236111,267.4079719,269.5072581,261.8595896
O08585,837.8819444,764.0938884,807.6576066,766.5325126
Q68FG2,3684.375,3691.876007,3620.727558,3531.940153
P61089,209.96875,237.8674329,195.8946356,225.4436312
Q9D0I9,92.17361111,91.58064861,87.84650771,89.75151714
O88569,909.7222222,949.2131244,890.5905735,898.361001
Q9CQV6,40.80555556,39.23178263,42.40847167,36.58210336
Q8C048,675.9027778,663.2655744,667.5357307,637.6342178
A0A140LJF4,42.31597222,49.3771132,40.21366631,45.86507641
Q9JJV2,516.3194444,468.6276589,498.2764675,471.2475743
Q9WVA2,148.6840278,148.9029002,147.9672532,141.4044804
P80317,219.6666667,214.6653058,214.6258131,208.255178
Q8K021,431.7361111,430.254272,415.9181043,418.534304
P70202,86.44097222,80.61287313,85.22233308,79.06084304
A0A494BAX5,173.8645833,174.9313174,162.332347,173.1291088
P62754,194.0972222,171.9335694,191.6099918,171.8603654
E9QA74,262.8715278,251.246681,248.8893896,251.3562062
P30416,104.5972222,111.6135698,99.98105312,106.6741384
P58281,732.6736111,727.6452549,699.3877812,714.1817405
Q9CR68,568.9583333,554.4727638,564.7404765,533.5670451
O88935,21.43298611,22.76131436,21.0399987,21.42726471
Q9DCT8,91.09027778,90.61827193,92.44333773,85.23539459
Q8VBV7,14.43159722,15.80012313,14.21714468,14.69144521
A2APV2,25.98715278,30.81873004,24.61113841,28.59264449
Q62186,33.24027778,35.85074321,34.7811724,32.14754286
A0A494BBL4,295.9826389,289.8468348,289.8265137,281.2200108
P35803,69.90972222,85.10949515,61.47807719,81.46541399
P61979,517.5347222,491.2269179,493.0733627,491.2755962
P56391,253.2534722,226.8222248,236.9222485,234.862541
Q3UMR5,164.6666667,153.07873,157.9300679,153.6267092
P28474,135.9618056,115.380113,130.0911947,120.1892772
Q6PH08,590.4513889,479.4626927,573.3369106,502.9057447
Q8CIE6,53.15277778,61.66400842,51.94960865,56.59502118
Q62048,155.7048611,146.2204135,152.9577095,143.8181139
E9Q4G8,333.3784722,334.3761138,317.0319654,328.2118522
Q9QUP5,315.0069444,285.3502128,304.4585495,287.8416434
Q8K354,45.03819444,54.65746379,43.14505034,50.06099232
P62814,1076.840278,1001.480133,1040.620971,1000.404225
A0A1W2P838,55.34027778,39.80367771,51.3297605,45.58111954
Q9DBG3,396.4236111,384.2758971,382.5367934,378.5084683
Q8BH59,516.1458333,530.8115719,485.1555944,520.4869042
A0A2C9F2D2,503.75,557.9019221,474.7946291,532.0868444
Q9D6T9,69.95486111,65.81771459,66.00251619,66.5697615
Q91V14,408.3333333,419.9059573,355.4715992,430.768616
P62748,66.33680556,54.71996298,64.59541567,56.99376913
P61922,480.0347222,411.7202247,442.9878229,438.6529504
Q67FY2,51.22569444,51.03804258,52.80020317,47.55371355
Q9EQ20,204.9652778,201.440923,185.180764,205.9774814
P28667,74.14930556,60.78459524,71.08346119,64.24373181
Q64133,64.05902778,61.99033154,60.30172305,62.17145081
Q9WVE8,42.47916667,44.18912863,44.55622287,40.10739771
O70435,399.6875,389.4085726,372.5242099,392.1323565
P42932,1069.0625,1047.939696,1040.937682,1023.150984
Q80TJ1,852.8472222,807.6220745,836.5687719,794.4448689
Q80WM4,37.23263889,35.69477183,35.94395322,35.34356807
A0A494BAD8,23.06840278,28.27175041,23.34881992,25.02505868
Q3UHD9,78.71527778,71.07760087,76.34538376,71.77463054
P31938,202.5208333,207.6078769,198.2156728,198.9268927
Q9EPK7,40.60069444,38.47294309,39.5137356,38.06532489
A0A0G2JDJ5,95.70138889,98.27303806,92.35737339,95.03794827
B1AWN6,190.2777778,186.5572701,183.0768999,183.8197829
Q8C5R8,114.4861111,111.0162326,111.5093237,108.9699599
E0CX19,38.36805556,41.14547416,36.10185615,39.8325033
Q8R5H6,195.1736111,195.998517,196.2022975,185.9373762
A0A0U1RP30,28.05798611,28.16113241,29.04735085,26.1620945
E9Q7Q3,732.6041667,686.384738,691.7414794,697.0537036
P09411,1204.340278,1130.903202,1146.130888,1141.869122
P26443,1837.847222,1844.997751,1709.423545,1843.605093
P29758,163.1631944,153.4327076,155.0706224,154.9890981
D3YTP8,36.29861111,29.40613809,34.06359638,31.81525289
Q7TQF7,747.2916667,677.6459154,727.3940587,683.0371091
P15105,1880.555556,1636.925279,1774.168267,1714.193259
Q64514,33.13819444,32.90222023,31.49959679,32.60066552
Q6NVD0,29.70347222,32.4309875,30.15538596,29.79855495
Q9CQE8,109.2916667,109.8602744,104.3742834,108.1301725
A0A2I3BPL6,19.72569444,20.65182896,15.97941367,21.94986618
A0A140,17.07048611,33.31537849,15.59574125,27.49155641
A0A3Q4EI12,148.6284722,149.3674958,139.1626949,148.9927747
Q8K0D5,49.48611111,52.80682453,50.2981884,48.89495665
E0CXD9,50.58333333,48.87988525,49.57427817,48.01589867
P31324,182.1111111,181.1093332,176.6793431,177.3099207
Q9QXY6,409.7222222,405.1827006,405.0096818,392.5250629
G3UZY2,19.72395833,16.26361258,18.52757772,17.5150036
P62715,81.39583333,81.00556707,80.35403672,78.42042967
Q8CI94,1100.763889,1178.137091,1092.878241,1108.277629
Q9JIG8,31.32118056,31.66938252,29.3776349,31.52223357
A0A0G2JGQ6,333.6805556,344.1989928,327.2617221,330.5680901
Q7TS64,102.2777778,96.13257961,102.1663572,94.21326507
P14148,90.10416667,83.0354075,91.99994271,80.6679181
P46460,1898.194444,1728.074517,1880.809294,1724.433832
A0A0R4J1F4,134.9166667,137.9019393,131.6295039,133.4113966
Q62418,567.5,552.1940328,544.5614786,549.849253
Q99JB2,60.91319444,52.43680729,56.56001199,56.00898253
Q61553,526.5972222,515.4356688,509.3160987,509.7025847
Q60737,62.90972222,56.64748176,62.43725826,56.74304125
P46471,115.9270833,128.3832598,108.9032468,123.7538422
Q9D0F9,590.7291667,572.44819,557.5466184,577.6407766
Q9WV34,307.9722222,305.9306931,291.405543,305.404678
Q5M8N0,189.6805556,179.4002849,184.8550043,178.8988708
G5E884,90.54513889,96.78522587,89.37124365,91.64859074
Q61330,52.01736111,55.84550121,55.41080449,50.08817968
Q11136,158.8645833,156.6793461,153.9259393,154.5299337
Q80Y86,27.30034722,26.6346039,23.21806364,28.5376656
G3UXT7,212.6597222,184.4112806,198.3876014,196.1839902
F8WHU8,61.44791667,64.74471992,59.50994622,62.44030359
B2RSH2,561.875,569.2402678,514.0215153,576.9157803
P34022,236.7708333,235.08539,230.0903455,231.1257894
P17427,613.0902778,582.0719567,623.4676947,563.3221003
Q924M1,160.75,148.1728213,157.5771617,148.8447547
Q6ZWZ4,130.0659722,114.5947251,130.733665,114.9572208
Q64G17,70.04166667,65.46926787,69.40489432,64.94456154
O54774,72.76736111,85.18692776,73.20994753,77.53230924
Q61696,82.89583333,72.64837658,82.28144772,73.7381621
E9Q9A3,536.3541667,463.456267,518.3197323,482.3641837
Q9D8Z2,66.07638889,67.07322899,65.94822292,64.30112734
D3Z5T2,63.18055556,59.10320154,64.45968249,57.39251707
O88737,1678.368056,1687.698944,1680.150424,1620.245826
Q6VH22,62.20138889,62.00139333,58.0802235,62.50676158
P62334,173.0208333,184.0296486,171.155003,174.7633712
V9GX61,29.22743056,47.94129146,30.41689854,39.13167357
E9QAX7,112.0520833,112.3989577,112.4730292,107.8764239
O89053,367.7083333,354.3924423,356.3448159,353.4356807
P14685,196.8090278,217.0048767,204.6539495,197.066069
P20917,312.0833333,266.0363086,252.1560346,311.7181871
P62774,241.0763889,224.7868536,233.7415678,226.9177903
Q8BMF4,275.6493056,258.9512252,272.8734407,256.929615
E9PZC4,41.08333333,46.2903177,39.26805856,44.07071065
A0A1D5RME4,71.57986111,88.65480229,73.13303206,78.69230327
Q9Z1P6,221.9027778,226.1419241,214.9063282,221.3051108
A0A1L1STE6,826.5972222,778.5295384,789.0169179,791.9073821
Q32NY4,93.62152778,66.92389468,94.09475797,73.17931081
Q3UEB3,51.86805556,44.18304465,52.0717685,45.05549724
Q5DTY9,181.4409722,184.7652584,174.9917274,181.4242744
A0A3B2WBF0,102.4965278,94.5894584,97.32520741,97.35189476
Q9CXS4,123.3090278,141.3310976,124.9604809,129.2064183
P70441,175.8402778,175.843916,169.9876978,173.5641066
Q8R010,159.2118056,158.6649394,160.0384564,152.717443
Q80X81,266.9236111,252.4413555,262.3134002,251.5102679
Q8BMF3,502.1527778,407.0078977,460.1806911,452.6695449
P16332,39.62847222,39.35844025,39.06807836,38.46407284
A0A338P7C0,40.0625,35.43260714,37.68993424,37.34939108
Q3TF41,217.2673611,206.8003655,210.4452314,207.7537223
P47708,495.3472222,496.6693238,491.5802977,481.6693956
P12960,1093.090278,1039.864582,1053.606111,1048.646685
Q8BU30,99.27430556,99.66129406,102.9083651,93.70878851
Q5SSM3,198.2291667,194.5715448,192.7999193,192.8097367
P50580,88.06597222,87.29420079,82.58458514,88.24714994
P31786,265.9479167,275.0848616,239.6459607,280.3318903
Q99LC3,134.1076389,138.139768,126.2454215,137.4713757
P84084,52.85763889,54.54076181,52.40205255,52.5048339
A2AMW0,700.8333333,647.1706542,690.6103696,651.076857
Q3TA40,296.8020833,246.6836881,282.5376425,265.1069687
A0A1B0GSR9,392.5347222,380.9573568,371.5107355,386.60426
Q8K0U4,592.7777778,571.2867009,577.0469505,570.6022712
H3BJU7,212.7743056,229.8918746,209.6851257,218.7948112
Q501P1,44.94791667,49.8710226,42.04108723,48.55662506
Q9CQC6,100.8680556,110.9387999,102.3699569,103.0038448
A0A338P7D7,173.2777778,201.3413668,178.9370382,181.7263562
Q80XN0,53.52430556,54.75204219,49.12183427,55.54679741
E9PUM4,690.9027778,680.1348206,683.0998008,667.570522
B7ZNL2,453.3333333,398.5511509,433.2195591,417.9301403
P48356,48.48611111,37.43645235,48.5336572,39.96239846
A0A2I3BRG2,13.98090278,14.63089079,13.94296368,13.97853221
P59281,156.3645833,136.30904,156.7175182,138.59512
Q8C0E2,170.3993056,189.6490434,171.4671894,176.6453408
Q3TUQ7,23.96423611,21.86641469,23.9989818,21.88582484
Q01097,85.20833333,87.18911369,86.00053659,83.3353002
P08113,538.5763889,535.4796519,540.218017,519.278577
Q3TMH2,169.4340278,143.7923482,163.2960525,152.2310914
B1AT92,227.8715278,230.4394338,222.7969499,226.0206074
Q2M3X8,31.22222222,30.54052576,30.30469244,30.46494735
Q05816,73.37152778,68.07432196,73.8343201,67.51829829
D3Z2J6,44.875,63.29562402,43.3816785,56.16304424
Q5SRX1,330.9756944,306.7824517,321.293987,312.3525589
Q5SXR6,2657.256944,2442.50092,2588.567287,2489.153854
Q9DCW4,265.875,264.4489402,266.3491997,256.8299279
P08553,2285.625,2076.908405,1983.604549,2288.571553
P20357,2611.5625,2251.906093,2607.117487,2310.925605
D3Z1U9,766.1111111,752.4789975,730.561166,758.8596354
P28652,1721.701389,1602.633696,1710.192699,1603.872994
P46660,2841.736111,2664.455952,2451.160075,2908.14128
O55143,1226.388889,1273.102651,1220.105466,1224.79057
O35326,105.3333333,101.8404688,106.6455518,99.21876012
Q8R0S2,342.1111111,331.7046888,309.3947124,347.5450861
Q9CWZ7,837.3263889,719.1829773,799.1969056,764.0554421
F7B5B5,505.3125,539.1245152,498.1407344,517.0733801
Q61655,27.67673611,22.96208605,26.37385985,24.77825787
P62264,118.0277778,117.487386,118.0018937,114.3470156
Q3UUI3,132.4513889,132.3212608,137.1357463,125.4757082
P20065,59.69097222,51.94953496,57.55991301,54.52274018
Q9ESF1,37.62847222,37.93810502,37.88222289,36.58512418
P32037,90.57291667,98.31175437,87.34881941,95.07117731
Q9D172,371.5972222,289.3158683,359.1318704,317.4577409
A9JEI5,131.3263889,145.2912223,127.4082024,139.0935548
Q60668,220.8993056,208.160967,212.3771668,212.3846359
Q8VIJ6,401.1111111,412.8374666,440.0288397,371.5001711
P70663,39.03125,37.26444135,37.5700366,37.81459702
Q62093,265.2465278,309.8023233,268.2087441,284.1894746
S4R1C4,1492.951389,1660.708149,1495.598557,1556.566988
Q32Q92,35.59375,32.56760074,34.22783351,33.62170193
P28650,38.30208333,43.35285649,34.71647292,42.85030026
Q8VDN2,1518.611111,1531.285081,1468.497168,1519.259888
Q8C522,155.0729167,156.911644,154.0526236,152.8352549
Q9JM52,172.8576389,165.5619722,167.4494875,167.3200763
A0A140LIR6,101.2222222,93.50540194,95.68283606,97.39720699
E9PVM1,36.80902778,29.97637391,37.21486813,31.25338079
E9PV44,488.4722222,498.3451867,451.2811196,507.044265
A2AS98,406.5625,450.242946,417.5288046,416.5707723
Q99KP6,88.47569444,103.3393428,94.55625074,91.63046586
D3YUZ8,262.9652778,259.6204641,260.9967884,255.7182671
Q91WK2,65.68402778,76.25452363,59.61853275,74.8407606
P62881,47.80208333,55.30623841,50.24841958,49.77703544
D3YY38,73.70138889,58.47820979,77.36790697,59.83333785
A0A2I3BRL8,97.20833333,94.67242192,95.8728625,94.16191115
O35551,104.8194444,109.9819542,107.5051952,103.8194656
O35114,31.04791667,30.87625141,31.23039267,30.08462639
Q8R326,174.7291667,169.682493,171.462665,169.5977728
Q9Z1S5,480.8333333,494.7224469,470.9036116,484.962087
A0A494BBF6,184.0208333,158.4326416,183.2714508,163.9699893
Q04447,2287.326389,2259.870589,2226.566923,2256.943591
P84096,98.77430556,102.0174576,85.58428821,107.3870514
Q61656,496.5277778,531.7739486,488.6846568,512.8140269
F7BQW7,929.5486111,903.8044321,913.5747237,902.7109786
D3YYM6,156.1840278,166.1316549,162.6400088,154.6326415
D3YTQ9,66.34722222,57.59326572,63.22903509,61.3709341
A2AU61,56.36805556,74.4735737,58.79056042,64.96872807
Q76MZ3,631.0069444,621.4519674,609.2609562,625.3999058
Q9Z1G4,994.0972222,891.6917604,1009.17612,896.9110082
Q8BGX2,28.88680556,32.64890498,29.50205697,30.22026111
B1AXW5,124.2743056,124.6720256,118.5493508,125.611645
Q62318,236.4027778,236.971427,234.5831135,232.7721352
E9Q2X2,280.8611111,248.575256,274.7239363,258.3071079
Q06185,195.7708333,211.0204424,199.4779913,198.7154354
Q9R1Q8,467.5,414.9502706,457.1040726,430.9196569
A2A8E2,70.33680556,71.59750551,73.14660538,67.75392207
