,pvalue,FoldChange,log(pvalue),log2FC,sig,size
ROCK2,0.10057961811583563,0.9778344779839813,0.9974900176562347,0.032337819895604025,normal,0.09778344779839812
ARHGEF7,0.4536661493687978,0.9781580854337204,0.34326362472515515,0.03186044909581194,normal,0.09781580854337205
PSMB5,0.6166911307484662,0.98331776283017,0.20993229755180196,0.024270390652319063,normal,0.09833177628301701
NCEH1,0.4503091943963162,0.9675850861069963,0.3464891855380242,0.047539562408400085,normal,0.09675850861069964
NDUFA6,0.8546714377192778,0.9905382356166833,0.06820080949374245,0.013715429444580254,normal,0.09905382356166834
MYO5A,0.6172662294412208,0.98447938049412,0.20952748258014275,0.022567105083948904,normal,0.098447938049412
CUL5,0.9943898232331213,1.0007015932009484,0.002443328992633527,-0.0010118301266511499,normal,0.10007015932009485
EPHA4,0.5289043347816498,0.9624734170353079,0.2766228735859765,0.05518140005318458,normal,0.09624734170353079
DDX17,0.3740049002151088,0.9759695691774135,0.4271227076325669,0.03509192976443541,normal,0.09759695691774135
ATP6V1E1,0.5325030525894398,0.9610954877534699,0.2736778982761743,0.057248320636778455,normal,0.09610954877534698
NIPSNAP1,0.33700207983498864,0.9803275398971245,0.4723674188376478,0.028664242357843806,normal,0.09803275398971245
MAP6,0.6086326054542956,0.956009099091736,0.21564478548166932,0.06490374535073916,normal,0.09560090990917361
CADM2,0.41532542030246566,0.9657269262158084,0.38161148675857914,0.050312791839111824,normal,0.09657269262158083
PDXK,0.577717626990401,0.9559202243956703,0.23828438131114857,0.06503787068873344,normal,0.09559202243956702
DCTN1,0.5297866979016714,0.9613772689748725,0.27589895034310485,0.056825402421452224,normal,0.09613772689748726
RNF14,0.6221395449967111,0.983725836033436,0.20611219276112921,0.023671801789868448,normal,0.0983725836033436
GUK1,0.5519723867947609,0.9562010915479093,0.25808264792772684,0.06461404229749122,normal,0.09562010915479094
GRIN2A,0.7933803452817827,0.9870953675268719,0.10051856267381218,0.018738618502076494,normal,0.09870953675268719
GABRA1,0.5864757954786555,0.9657987157444304,0.23174990700450118,0.050205549776434974,normal,0.09657987157444305
ATXN2,0.5515435082011235,0.9683596567119127,0.258420222795195,0.04638511909662239,normal,0.09683596567119127
MTHFD1L,0.6417722142481914,0.9425878915212484,0.1926190897645238,0.08530094626744021,normal,0.09425878915212485
CYB5A,0.6496342572236233,0.9412011775072537,0.18733108147177047,0.08742496941353592,normal,0.09412011775072537
RHOB,0.5271001753646813,0.9574251443982457,0.278106839296519,0.06276839952290916,normal,0.09574251443982457
TTC7B,0.8843255110685592,0.9903346268601393,0.05338784625424104,0.014012011168674175,normal,0.09903346268601393
LGI1,0.37725527062201836,0.9640596045367725,0.42336468399486715,0.052805748731616926,normal,0.09640596045367725
SEC14L2,0.525514428350389,0.959245743264126,0.2794153556263472,0.06002763712899594,normal,0.0959245743264126
KIF1A,0.476051554695866,0.9610790633548685,0.32234601217969056,0.05727297541997566,normal,0.09610790633548685
BPHL,0.9173518111727856,0.9922680052060628,0.037464077253328204,0.011198258991736007,normal,0.09922680052060628
PRKCB,0.45732511567515244,0.9681472375777741,0.3397749471003869,0.046701623038379055,normal,0.09681472375777742
FHL1,0.5458454477409777,0.9535326073707652,0.26293030728575134,0.06864582054676291,normal,0.09535326073707652
PISD,0.6029119486036906,0.9464707986459476,0.21974610913310716,0.0793700995749345,normal,0.09464707986459477
PPP1R1A,0.11121800060321285,0.975326525015032,0.9538249166210752,0.03604280201850822,normal,0.0975326525015032
MAT2A,0.5927804960854666,0.9488541605665148,0.22710609413433705,0.07574173366423166,normal,0.09488541605665149
ISCU,0.49934041703928,0.9576080730131703,0.3016032803563828,0.06249278006733869,normal,0.09576080730131703
APOE,0.6813809760276888,0.9255078698295143,0.16660999598318993,0.11168283713539112,normal,0.09255078698295142
HRSP12,0.24567336524398045,0.9661701973247964,0.6096419251421463,0.04965074308492462,normal,0.09661701973247963
BRSK1,0.44812306721170736,0.9585979834002076,0.34860270012865546,0.06100218992065996,normal,0.09585979834002076
COX6A2,0.6206137495797138,0.9468538946600582,0.20717860693353135,0.07878626867763683,normal,0.09468538946600583
CMPK1,0.5401434669700218,0.9529655913719214,0.26749087232880103,0.06950397104939177,normal,0.09529655913719214
HOMER2,0.579614028498481,0.9760610149332352,0.23686111176927196,0.03495675940429389,normal,0.09760610149332352
GSTM1,0.16999957693280343,0.9749610091016716,0.7695521594215942,0.036583571512770544,normal,0.09749610091016717
DCTN3,0.9912828382255962,0.9988112648451403,0.0038024125631674183,0.0017160024512588642,normal,0.09988112648451403
DIRAS1,0.5698703793251586,0.9479618077202573,0.24422391616172395,0.07709915909982357,normal,0.09479618077202573
RPL21,0.6090851298527038,0.9702692584583482,0.21532200319394562,0.04354293115737569,normal,0.09702692584583482
HADH,0.5771084670947735,0.9695958708337972,0.23874255385705814,0.04454453999181248,normal,0.09695958708337972
SLC24A2,0.9187888103646442,0.9916225493093634,0.03678430257853651,0.012137016477140166,normal,0.09916225493093635
PLP1,0.7786525636919295,0.9719992746327635,0.10865628216060165,0.04097285768604424,normal,0.09719992746327635
ZBBX,0.3937548374005052,0.960138732615476,0.4047740977269367,0.05868521572473521,normal,0.0960138732615476
ILF2,0.5134460083286592,0.9543996572872644,0.28950521811879043,0.06733456990750393,normal,0.09543996572872644
PAICS,0.6392929346183565,0.9713681997675991,0.1943000953052508,0.04190983807950878,normal,0.09713681997675991
PACSIN1,0.5811464775424992,0.9452900672386926,0.23571439020729995,0.08117099904143932,normal,0.09452900672386925
PEX5L,0.6087299780023415,0.9477194350370117,0.2155753101076599,0.07746807119557451,normal,0.09477194350370118
SMG1,0.927685619612056,0.9903208613496668,0.03259917550507862,0.014032064563939038,normal,0.09903208613496668
SGTB,0.6643796904673571,0.9262848971521453,0.17758365203757623,0.11047210389269146,normal,0.09262848971521453
RAD23B,0.4024423206895673,0.9581114034557017,0.39529635529925305,0.061734681233979356,normal,0.09581114034557017
C10orf35,0.8942151866025616,1.0339622431747046,0.048557958711237754,-0.04818350424166693,normal,0.10339622431747046
MYL12A,0.310149374758827,0.9636710684503557,0.5084290900078492,0.05338730205804884,normal,0.09636710684503556
KIF3A,0.7105165717823738,0.9285261973891976,0.14842578832101624,0.10698548003059323,normal,0.09285261973891976
DTD1,0.6363160525595094,0.9383859650500939,0.1963271205323158,0.09174665899754844,normal,0.09383859650500939
SYNGR3,0.568771739105659,0.9452212640258703,0.2450619907863464,0.08127600984178551,normal,0.09452212640258703
CNKSR2,0.44955380757722296,0.9559817595009307,0.34721831964749045,0.06494500359410393,normal,0.09559817595009307
TBC1D10B,0.48615670550340817,0.9768939573519936,0.3132237196970622,0.03372612993581533,normal,0.09768939573519936
COQ9,0.5050033498400496,0.9491903282003239,0.29670574106505415,0.07523069465946106,normal,0.09491903282003239
SLC25A5,0.48081366763579747,0.9505083198927681,0.318023195550988,0.07322883990674378,normal,0.0950508319892768
GAS7,0.5535862436524704,0.9436719034850642,0.25681471042277965,0.08364274535495755,normal,0.09436719034850642
APBA1,0.9457653232614018,1.0114418138996462,0.024216613552045414,-0.016413327100381864,normal,0.10114418138996462
ADK,0.4655199947590283,0.9513643103961312,0.33206166070407056,0.07193019002034283,normal,0.09513643103961313
RAB35,0.9350872605391385,0.9917032034261665,0.029147859713199893,0.012019678925058614,normal,0.09917032034261665
ADCYAP1R1,0.4875650802762548,0.9497517301771631,0.31196740638917364,0.0743776598151858,normal,0.09497517301771631
CALR,0.48985566956481286,0.9483139507106785,0.3099318610835761,0.07656333518334345,normal,0.09483139507106784
C9orf172,0.554194763443301,0.9434602935062064,0.25633758215974695,0.08396629308401128,normal,0.09434602935062064
ARL6IP5,0.12825937191403086,0.9698209174486766,0.8919108911530572,0.04420972424857025,normal,0.09698209174486766
CLU,0.39313553793901934,0.9566543650464315,0.4054576958563053,0.0639303153190939,normal,0.09566543650464315
PIP4K2A,0.46852818641812743,0.9738409507491439,0.32926427705445777,0.03824192658621052,normal,0.09738409507491438
RPS8,0.24619301959288867,0.9692368086531357,0.6087242649516841,0.04507889990725438,normal,0.09692368086531357
ACTR3B,0.14414813878285607,0.9637522558349394,0.8411909607787469,0.05326576296934407,normal,0.09637522558349394
GRM5,0.5533595131822224,0.9735547477233153,0.25699261939957835,0.038665983894488484,normal,0.09735547477233153
SLC25A3,0.4186584312575867,0.9506857303688367,0.37814015821951275,0.07295958889080069,normal,0.09506857303688368
SAFB,0.9748819145258131,1.004708598674464,0.011047986327783815,-0.006777129058598364,normal,0.10047085986744639
SMYD5,0.1472940329152258,0.9608831357156027,0.831814846670484,0.057567116308550575,normal,0.09608831357156027
STXBP1,0.27985513495733777,0.9631631350023739,0.5530667199769155,0.05414792077881453,normal,0.0963163135002374
MAPK10,0.3656523265954499,0.9531426446004225,0.4369316588749015,0.06923595498330903,normal,0.09531426446004225
GPRIN1,0.5259610064186091,0.9432094013587564,0.2790464522815511,0.08434999655902115,normal,0.09432094013587564
SNCG,0.5672238040402346,0.9424578447615921,0.24624555189692734,0.08550000543287722,normal,0.09424578447615921
NRN1,0.39669276426362576,0.9505435330983973,0.4015457210510296,0.07317539379262435,normal,0.09505435330983973
HSD17B4,0.28936011042222964,0.9676552524900873,0.5385613385160114,0.04743494626233502,normal,0.09676552524900874
ARMC1,0.622526792332923,0.9760950985454654,0.20584195264676106,0.03490638202104506,normal,0.09760950985454654
MDH1,0.19307229352803082,0.9569444012619706,0.7142800443522348,0.06349298872753502,normal,0.09569444012619706
LETM1,0.49186310840377456,0.9429514562806282,0.30815574995033074,0.08474459290095039,normal,0.09429514562806282
ADAM22,0.4363349052140907,0.9478545986371586,0.3601800436358826,0.07726232892172293,normal,0.09478545986371587
LIN7A,0.4323208611237622,0.9711942641358127,0.3641938076022582,0.04216819381194541,normal,0.09711942641358126
WIPF3,0.49972720115722113,0.9423018682756054,0.30126701039138254,0.08573879078231518,normal,0.09423018682756054
PSD3,0.10739374118812894,0.9595606822921913,0.9690210281957139,0.059554050036519465,normal,0.09595606822921912
AP1G1,0.9759149028130152,0.9961515531612729,0.010588050007460525,0.005562846207281356,normal,0.09961515531612729
MPC2,0.49752769946279374,0.9418589962369264,0.303182735241946,0.08641700177560263,normal,0.09418589962369264
VAPB,0.5495349467123808,0.9353679144012658,0.2600046841654136,0.096394153545624,normal,0.09353679144012658
PDXP,0.09408056961693138,0.9587353497251906,1.0265000617957725,0.0607954676854041,normal,0.09587353497251906
KBTBD11,0.6012245004992568,0.9288420385412266,0.2209633297903456,0.10649482614805321,normal,0.09288420385412266
PITPNA,0.4892481860392144,0.9638231911006467,0.3104707758786889,0.053159579881912646,normal,0.09638231911006467
AK3,0.7426919372639383,0.9785814164128098,0.12919129080203737,0.031236209115846087,normal,0.09785814164128098
MACROD1,0.339580993345596,0.9510758728163267,0.46905662560160755,0.07236765709326377,normal,0.09510758728163267
ACSL4,0.5888847999429361,0.9292338281072905,0.22996965536975536,0.10588641948118349,normal,0.09292338281072905
DGKI,0.6621931548357602,0.9753627708781619,0.1790153129110754,0.03598918842960265,normal,0.09753627708781619
CTNNA2,0.20984739179868994,0.9542572157966387,0.6780964242817786,0.06754990419353724,normal,0.09542572157966386
SHISA7,0.0735360578666825,0.957684557307736,1.133499655574523,0.06237755640826152,normal,0.09576845573077361
CSNK1D,0.5313810235423386,0.9657540990604563,0.27459395899236316,0.05027219902177634,normal,0.09657540990604563
SAE1,0.995925353742956,0.9991948041579526,0.0017732114481960213,0.0011621199781661348,normal,0.09991948041579526
PLXNA4,0.4570537541348022,0.9414833270192193,0.3400327195116396,0.08699254889509986,normal,0.09414833270192194
ATM,0.517973515530111,0.9448929313893234,0.28569244556978524,0.08177723233132787,normal,0.09448929313893234
APOA4,0.5839995181631064,0.9718581918539092,0.23358751120813204,0.04118227574191966,normal,0.09718581918539092
SLC6A11,0.2186329903631465,0.962491122903158,0.6602843050960681,0.05515486016924104,normal,0.0962491122903158
CDV3,0.6592884081974015,0.904298289355538,0.1809245600824166,0.14512936031028623,normal,0.0904298289355538
HNRNPA0,0.1518448675690461,0.9538841136496907,0.8185998828640039,0.0681140894723739,normal,0.09538841136496908
EIF2S2,0.36800100953900494,0.967447103732222,0.4341509899226298,0.0477453124617581,normal,0.0967447103732222
CAMK2D,0.5400559263538706,0.9356557766231485,0.2675612637895908,0.09595022821721849,normal,0.09356557766231485
NMT1,0.3447402793973424,0.9591967999935579,0.4625079707318442,0.06010124914724171,normal,0.09591967999935579
PRKACB,0.8203317419488656,0.9806414012705612,0.08601048351604312,0.02820242346684122,normal,0.09806414012705612
VGF,0.9018878528282572,0.9853058892425365,0.04484746237588612,0.02135641459814924,normal,0.09853058892425365
RALA,0.20328799954296736,0.9534064093039135,0.6918882577913541,0.06883677088538458,normal,0.09534064093039135
INPP1,0.06754727297810663,0.9611049979774086,1.1703921796466423,0.05723404496364648,normal,0.09611049979774086
HSPH1,0.4752189810269034,0.9363301414111861,0.32310622124526306,0.09491079435378523,normal,0.0936330141411186
ASRGL1,0.37485118234488624,0.9430178895208815,0.42614111497646556,0.08464295508110278,normal,0.09430178895208816
APPL1,0.32311009830028237,0.9452038364259818,0.4906494685761182,0.08130260990325142,normal,0.09452038364259818
ARL3,0.4633452581033142,0.9368105294753104,0.334095277209831,0.09417080348841045,normal,0.09368105294753104
ARCN1,0.14220834573784505,0.9564713064753628,0.8470749155504421,0.06420640559106121,normal,0.09564713064753629
ACAT1,0.34582504927647784,0.9452953335338957,0.4611435525064348,0.08116296168119064,normal,0.09452953335338957
RPL29,0.5841171007761565,0.9212068520434272,0.23350007904706185,0.11840295278362517,normal,0.09212068520434272
CACNA1A,0.24296624927780014,0.9545658047402229,0.6144540505598243,0.06708343900774397,normal,0.09545658047402229
CLASP2,0.3365179801821372,0.9645010447546525,0.47299172643176507,0.05214529387421761,normal,0.09645010447546525
ACTR5,0.7504173788217396,0.9748110702652361,0.12469711674121646,0.03680546002833373,normal,0.0974811070265236
TNR,0.5082387598166861,0.9368283089514604,0.2939322174190305,0.09414342322542069,normal,0.09368283089514604
FXYD7,0.8011223008252549,0.978571550770849,0.09630117864853494,0.031250753827445875,normal,0.0978571550770849
SKP1,0.1408861605358931,0.9502990553363018,0.8511316662099482,0.07354649959493928,normal,0.09502990553363018
PRICKLE2,0.3795080724263791,0.947503580884023,0.4207789818951251,0.07779669924072026,normal,0.09475035808840229
NDUFA2,0.47092857240913655,0.9359608275325708,0.32704495903024955,0.09547994446662325,normal,0.09359608275325708
CORO1C,0.5355673062162175,0.9262285693133918,0.27118594242041366,0.11055983755307215,normal,0.09262285693133918
PPP6R2,0.5601396236462618,0.9228545891808227,0.25170370474196974,0.11582474928528048,normal,0.09228545891808228
SNRNP70,0.36388188999941673,0.9429462997532646,0.4390395582335924,0.0847524822962602,normal,0.09429462997532646
GPX1,0.510669062237812,0.9463053318799576,0.29186045212368594,0.07962234079827196,normal,0.09463053318799576
ACYP2,0.4787734355337203,0.9658849677733681,0.31986995417450415,0.05007671359527406,normal,0.0965884967773368
PRKACA,0.2684834756455138,0.9457481854481757,0.5710824386676283,0.0804719916247963,normal,0.09457481854481757
CSNK2A2,0.9415501048417058,1.0195965612531417,0.026156563934867913,-0.0279984127691379,normal,0.10195965612531417
SH3GLB1,0.2951006874932681,0.9428013874745979,0.5300297787271334,0.08497421315413049,normal,0.09428013874745979
SUGT1,0.21837222270889567,0.9566747270910323,0.6608026053970896,0.06389960840004928,normal,0.09566747270910322
MYH6,0.39010599013754255,0.9416998940388162,0.4088173809783717,0.08666072757991815,normal,0.09416998940388162
ECHS1,0.21841949512036962,0.9462575648028086,0.6607086011076695,0.07969516619863878,normal,0.09462575648028086
RAB5B,0.24967505969986917,0.9488823957083613,0.6026248376073524,0.07569880389193107,normal,0.09488823957083613
NEGR1,0.5944707152291229,0.9234686366929381,0.22586953469987742,0.11486513038340389,normal,0.09234686366929382
PFKM,0.36170330916651316,0.9413138156894096,0.4416475179285041,0.08725232532029654,normal,0.09413138156894096
G3BP2,0.33682215780578584,0.9392777186743866,0.4725993462215195,0.09037630855690085,normal,0.09392777186743866
TXN,0.17334628351458015,0.9465420168191635,0.761085465033902,0.07926154657991112,normal,0.09465420168191635
COX7C,0.47892346018211274,0.9437623193246443,0.31973388841555533,0.08350452333704211,normal,0.09437623193246443
RAB11FIP5,0.5212741930949913,0.9659584427287301,0.2829337753105981,0.049966971829243555,normal,0.09659584427287302
MYO1D,0.9235361587197339,0.9862624387981607,0.034546096190136,0.019956504294339542,normal,0.09862624387981607
FLOT1,0.4653575535050838,0.9603159135756972,0.332213232392676,0.058419009913644224,normal,0.09603159135756972
PALM,0.08752717664495972,0.9488695394226807,1.0578570802985374,0.07571835091412356,normal,0.09488695394226807
ATP5O,0.9403264128048076,0.9891472126670386,0.0267213648334318,0.015742844702111125,normal,0.09891472126670386
BCL2L13,0.1141363911216697,0.9565296910058827,0.9425758635263539,0.0641183438777817,normal,0.09565296910058826
CYFIP2,0.28028133625828777,0.9423054675679083,0.552405820648216,0.08573328015836984,normal,0.09423054675679084
UBA3,0.7867546775646521,0.9717597305274648,0.1041606663563013,0.04132844610376546,normal,0.09717597305274647
HINT1,0.5179436252288308,0.9243393921917153,0.2857175077922377,0.11350542773760545,normal,0.09243393921917153
PSIP1,0.4164034536602681,0.9334194698429455,0.3804856770976766,0.09940253464239501,normal,0.09334194698429456
KRT76,0.9620660522301082,0.9886877789046271,0.016795109735280096,0.016413095582891803,normal,0.09886877789046271
STK39,0.8992585789107489,0.9839883012660239,0.046115410328103464,0.02328693156453618,normal,0.09839883012660239
VSNL1,0.06106855650564809,0.9512564781965765,1.2141823454215368,0.07209372127222967,normal,0.09512564781965765
ATP1A2,0.2598352403643781,0.9453547491825526,0.5853019477283994,0.08107228529164583,normal,0.09453547491825526
KIAA0195,0.9803920761029206,1.005203951638375,0.008600207536936112,-0.0074882478372558245,normal,0.10052039516383751
NDUFC2,0.20249806585138225,0.9509414416409921,0.6935791205682431,0.07257159129390932,normal,0.09509414416409921
SEC22B,0.11318509847278625,0.951066521763766,0.9462107469731791,0.07238184185376838,normal,0.09510665217637661
RPL27A,0.8352671632118633,0.9767517588986152,0.07817459164119704,0.03393614652394786,normal,0.09767517588986152
GNG7,0.4166334085763168,0.9290150205660702,0.38024590822743715,0.10622617220731798,normal,0.09290150205660702
TOMM34,0.45324333530851413,0.9262570953276735,0.3436685732446244,0.11051540607365037,normal,0.09262570953276736
GNA11,0.4999123725840222,0.920325819085536,0.3011061145407217,0.11978339201895805,normal,0.0920325819085536
LPHN1,0.5061212885399172,0.9282149646989428,0.2957453949556493,0.10746913803545324,normal,0.09282149646989428
CELF2,0.2690945826477505,0.9380500675091114,0.5700950452680946,0.09226316764840554,normal,0.09380500675091114
DPP6,0.12103408370992005,0.9416634078469638,0.9170923132972623,0.08671662592730574,normal,0.09416634078469638
GDE1,0.3972422796628433,0.9341541874883716,0.40094453447906464,0.09826740023521091,normal,0.09341541874883716
PADI2,0.35495648014944725,0.9333579786546755,0.449824890859147,0.09949757867935724,normal,0.09333579786546756
SFXN1,0.06137736372735525,0.9508861828055603,1.2119917692644153,0.07265542817464504,normal,0.09508861828055602
UBE2V2,0.9709917288148184,0.9933326535273557,0.012784469520813373,0.00965115736900287,normal,0.09933326535273557
SST,0.5450566848337606,0.9260276520788988,0.2635583295942602,0.11087282049314418,normal,0.09260276520788988
ITPA,0.8012708446769666,0.973742050792335,0.09622065936338332,0.0383884492014131,normal,0.0973742050792335
TPD52,0.6467201052245835,0.8853578851383991,0.18928363750290816,0.1756673461941312,normal,0.0885357885138399
SOD1,0.12375263288648455,0.9402266476509008,0.9074455525082686,0.08891952530124593,normal,0.09402266476509008
RNPEP,0.2046203913168137,0.936247529129762,0.6890510891229062,0.09503808875730124,normal,0.0936247529129762
PSAT1,0.4720560927338958,0.9482151923031638,0.3260063926426129,0.07671358677891867,normal,0.09482151923031637
SCOC,0.40881920875730926,0.9265250579461494,0.38846870665681693,0.11009810030153783,normal,0.09265250579461494
PSMA4,0.4490506199360662,0.9356691661649911,0.34770469970987694,0.09592958292449061,normal,0.0935669166164991
SH3BGRL2,0.5326107398655238,0.947047829978745,0.27359008044813543,0.0784908050642289,normal,0.0947047829978745
KPNB1,0.21543298199814095,0.9366458132694532,0.6666878070581367,0.09442448994860139,normal,0.09366458132694531
ATP5F1,0.37635139460812184,0.9262700303573286,0.4244064703046397,0.1104952592127719,normal,0.09262700303573286
UBA5,0.7046266347523288,0.9620855556720989,0.152040944595964,0.055762900210638885,normal,0.09620855556720989
CNTFR,0.27084023954279984,0.9327646937250121,0.5672868107656552,0.10041491307260575,normal,0.09327646937250121
EIF6,0.28860938626660887,0.9499887246223209,0.5396895487189418,0.07401770463114235,normal,0.09499887246223208
RHOT1,0.061994285452781135,0.9408995837746363,1.2076483413195604,0.08788733337946746,normal,0.09408995837746363
GSK3A,0.5289338732077618,0.9594991036904698,0.2765986196398229,0.05964663614979004,normal,0.09594991036904697
BCAT1,0.1575211671765208,0.9452826799691263,0.8026610788884475,0.08118227348426071,normal,0.09452826799691263
DTNA,0.983571172833908,0.9958465759271571,0.007194208341845783,0.006004602793550894,normal,0.0995846575927157
MAP6D1,0.14243036522238164,0.9376251992166583,0.8463974120848133,0.09291675134693808,normal,0.09376251992166583
SCG5,0.39407920592971446,0.920587640992514,0.40441648060822694,0.1193730205620357,normal,0.0920587640992514
RPS25,0.35036192845191305,0.9270943265144885,0.4554830918919548,0.10921196264762427,normal,0.09270943265144885
SRSF10,0.2620518937403736,0.9288195910039551,0.5816126974839115,0.10652969250927674,normal,0.09288195910039551
SYT7,0.3919292661400279,0.9295234647893337,0.4067923056758556,0.10543681004608181,normal,0.09295234647893337
EEF1A2,0.09239611194673425,0.9440282401667782,1.0343463036241107,0.08309807710197195,normal,0.09440282401667782
L1CAM,0.4724139725063419,0.9196992201284546,0.32567726581579853,0.12076597782478801,normal,0.09196992201284546
MTX2,0.48373397094570936,0.9101989080688242,0.3153934125573483,0.1357462393268511,normal,0.09101989080688241
IQSEC2,0.1771377787277382,0.938274791239335,0.7516888055898822,0.09191759016356621,normal,0.0938274791239335
MAPRE3,0.021294021450932184,0.9406791692492321,1.6717423127738453,0.0882253377746426,normal,0.09406791692492321
ATP1B1,0.20652976399999434,0.9489242027102665,0.6850173512256261,0.07563524129879538,normal,0.09489242027102665
ABHD12,0.5236202551089061,0.905503953362218,0.2809835620603845,0.1432071550000293,normal,0.0905503953362218
CKAP5,0.3815420986605721,0.9201296677480216,0.4184575358027403,0.12009090998393102,normal,0.09201296677480217
NTRK2,0.04323141973054743,0.937482763463259,1.364200501893642,0.0931359295058064,normal,0.0937482763463259
OLA1,0.0968010524283955,0.9433726836378611,1.0141199209833405,0.08410026818855593,normal,0.09433726836378611
STK31,0.9432102519578149,0.9867990297524163,0.02539148744592873,0.019171797745541966,normal,0.09867990297524162
STRN3,0.36441677854204835,0.9479692800333617,0.4384016353750199,0.07708778709466015,normal,0.09479692800333617
PDCD5,0.48837632426560873,0.9071905723949767,0.3112453981465465,0.14052244714435302,normal,0.09071905723949766
SNX27,0.1526607990309222,0.9303123382451319,0.8162724688389217,0.10421293438032049,normal,0.0930312338245132
NDUFS7,0.17033194196345475,0.9286724440992005,0.768703902139129,0.10675826749770612,normal,0.09286724440992004
TSC22D1,0.5191641145038057,0.9023102819239722,0.28469533433478933,0.14830446936935038,normal,0.09023102819239723
MTDH,0.12357980817176828,0.9304082477001823,0.9080524832597086,0.10406420910007888,normal,0.09304082477001822
VDAC3,0.346019573656847,0.9489030323327602,0.4608993333149695,0.07566742799954385,normal,0.09489030323327602
H2AFY,0.3363317031026638,0.9195069006438036,0.47323219354291013,0.12106769318409438,normal,0.09195069006438036
RPL24,0.6125685624268477,0.8788883092070598,0.2128452953434926,0.18624825829157554,normal,0.08788883092070598
LDHB,0.2895248410346646,0.9482457948643386,0.538314168166421,0.07666702619734278,normal,0.09482457948643386
OGT,0.3750114038188699,0.9156216090735283,0.4259555254981362,0.12717658335315643,normal,0.09156216090735284
RPL15,0.3133433079265415,0.9237658724712428,0.5039795760928135,0.1144008465202469,normal,0.09237658724712428
LMBRD1,0.12540792632223954,0.9424610898408425,0.9016750133520154,0.08549503794100695,normal,0.09424610898408425
PGP,0.2562921027610586,0.9469180616366669,0.5912647757124972,0.07868850254621867,normal,0.0946918061636667
HCCS,0.33677847855255405,0.9175264337827914,0.4726556693829148,0.12417837253042682,normal,0.09175264337827914
PTK2,0.032319167472765274,0.9397920310043016,1.4905398349841121,0.08958656047384835,normal,0.09397920310043016
CSTB,0.5790662026894647,0.955915513473962,0.23727178200809043,0.0650449805290319,normal,0.09559155134739619
AKAP5,0.2681913094892253,0.9205746348448655,0.5715552991989025,0.11939340323548082,normal,0.09205746348448654
CHD1,0.008774405991550336,0.9372965607393239,2.056782274671125,0.09342250589785057,normal,0.09372965607393238
IPO9,0.1414300334081453,0.9311432760803842,0.8494583560382631,0.10292492088743306,normal,0.09311432760803842
NDRG2,0.11000490369645434,0.9273842676717907,0.9585879548341059,0.10876084212834826,normal,0.09273842676717907
PGRMC2,0.5033445919817903,0.9016124927370892,0.2981345931598427,0.14942058926522694,normal,0.09016124927370892
NLGN3,0.23641787861293467,0.9257177507681648,0.6263196839272291,0.1113557087861543,normal,0.09257177507681648
LSM12,0.32864769008922656,0.9144214607268369,0.48326941582550614,0.1290688320601892,normal,0.0914421460726837
SEZ6L,0.26174315996616304,0.9398050454349836,0.582124658752332,0.0895665818786053,normal,0.09398050454349835
PSMA2,0.2115241932420135,0.9246102353382948,0.6746399526832164,0.11308276174237687,normal,0.09246102353382948
C12orf5,0.346121689676149,0.9117596905635141,0.46077118483902113,0.13327446667790283,normal,0.09117596905635142
SNPH,0.19871393443836638,0.9357964041096396,0.7017716777442072,0.095733409877061,normal,0.09357964041096396
FGA,0.7846984083348438,0.9502549433474998,0.10529722830334223,0.07361346969686094,normal,0.09502549433474998
ATP5C1,0.6763924556204509,0.9581707088723449,0.1698012451025043,0.06164538370313468,normal,0.09581707088723448
PDK2,0.8694408059297645,0.9724222912620687,0.06075998069194275,0.0403451296113872,normal,0.09724222912620686
GLG1,0.2267699167504252,0.9243719064351213,0.644414559372822,0.11345468088734303,normal,0.09243719064351213
POLR2M,0.06155484349620772,0.9344916585919145,1.2107377685504397,0.0977463085646421,normal,0.09344916585919145
SEC31A,0.10983088927587224,0.936217020228026,0.9592755000003663,0.0950851017074331,normal,0.0936217020228026
STX1B,0.06961041954143991,0.9349228297581321,1.1573257487419668,0.09708080766242552,normal,0.09349228297581322
TPPP,0.22159077946854525,0.9223695559380117,0.6544483148336945,0.11658319922431608,normal,0.09223695559380117
UBXN6,0.3638705415678434,0.9078614402926357,0.43905310284298754,0.13945596769764504,normal,0.09078614402926358
H2AFX,0.9037687182160079,1.061729565588156,0.043942694805308276,-0.08641634234829948,normal,0.1061729565588156
RPS7,0.3181850045660486,0.9142074084451652,0.4973202916525911,0.1294065847577161,normal,0.09142074084451653
RAB6B,0.516070302624647,0.9491871458519908,0.28729113177935584,0.07523553158807116,normal,0.09491871458519908
RPS15A,0.2128861834045733,0.9257312110311482,0.6718525239344701,0.11133473164332587,normal,0.09257312110311482
PIAS1,0.48426538154527043,0.8928106365765228,0.3149165760520238,0.16357387994607706,normal,0.08928106365765229
SKAP2,0.026041143752939457,0.9279011295939031,1.5843399450392617,0.10795700445221937,up,0.09279011295939031
NDUFAF2,0.48299804194396523,0.9472503448823787,0.31605462985853927,0.07818233488549066,normal,0.09472503448823787
OSBP,0.7441177594559731,0.9603750448936783,0.12835833026732346,0.05833017890325882,normal,0.09603750448936783
CREG2,0.062175935421048927,0.923964401826105,1.2063776721594524,0.11409082581991316,normal,0.09239644018261049
